
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    26.00   -16.00  -750.78  -221.81   -25.75    69.04   -25.04    -2.07    -0.84     1.53    19.66   -11.83  1407.43   252.24
    26.00   -18.00  -696.43  -220.14   -23.35    69.04   -29.76    -2.07    -0.79     1.60    19.66   -13.29  1407.43   193.56
    26.00   -20.00  -653.24  -218.82   -21.29    69.04   -34.51    -2.07    -0.73     1.67    19.66   -14.76  1407.43   134.63
    26.00   -22.00  -618.09  -217.74   -19.48    69.04   -39.28    -2.07    -0.68     1.73    19.66   -16.22  1407.43    75.47
    26.00   -24.00  -588.94  -216.84   -17.85    69.04   -44.08    -2.07    -0.62     1.80    19.66   -17.69  1407.43    16.08
    26.00   -26.00  -581.89  -216.62   -17.44    69.04   -45.38    -2.07    -0.60     1.82    19.66   -18.08  1407.43     0.00
    28.00     0.00  2989.30   -94.07    95.32    73.22    12.00    -2.13    -1.30     1.05    21.21     0.00  1457.06   712.01
    28.00     2.00  1568.79  -144.42    44.21    73.22    16.54    -2.13    -1.36     0.97    21.21     1.49  1457.06   768.10
    28.00     4.00  1009.41  -164.25    23.63    73.22    21.05    -2.13    -1.42     0.90    21.21     2.98  1457.06   823.84
    28.00     6.00   710.23  -174.86    12.28    73.22    25.54    -2.13    -1.47     0.83    21.21     4.48  1457.06   879.21
    28.00     8.00   523.95  -181.46     4.93    73.22    30.01    -2.13    -1.53     0.76    21.21     5.98  1457.06   934.19
    28.00    10.00   396.79  -185.97    -0.33    73.22    34.46    -2.13    -1.59     0.68    21.21     7.48  1457.06   988.75
    28.00    12.00   304.46  -189.24    -4.36    73.22    38.88    -2.13    -1.65     0.61    21.21     8.99  1457.06  1042.89
    28.00    14.00   234.37  -191.73    -7.60    73.22    43.27    -2.13    -1.71     0.54    21.21    10.50  1457.06  1096.57
    28.00    16.00   179.34  -193.68   -10.31    73.22    47.64    -2.13    -1.77     0.46    21.21    12.01  1457.06  1149.76
    28.00    18.00   134.98  -195.25   -12.65    73.22    51.98    -2.13    -1.83     0.38    21.21    13.53  1457.06  1202.44
    28.00    20.00    98.46  -196.55   -14.70    73.22    56.30    -2.13    -1.89     0.31    21.21    15.06  1457.06  1254.59
    28.00    22.00    67.86  -197.63   -16.55    73.22    60.58    -2.13    -1.94     0.23    21.21    16.59  1457.06  1306.16
    28.00    24.00    41.85  -198.55   -18.25    73.22    64.83    -2.13    -2.01     0.16    21.21    18.12  1457.06  1357.12
    28.00    26.00    19.47  -199.35   -19.81    73.22    69.04    -2.13    -2.07     0.08    21.21    19.66  1457.06  1407.43
    28.00    28.00     0.00  -200.04   -21.28    73.22    73.22    -2.13    -2.13     0.00    21.21    21.21  1457.06  1457.06
    28.00    30.00   -17.09  -200.64   -22.66    73.22    77.35    -2.13    -2.19    -0.08    21.21    22.76  1457.06  1505.95
    28.00    32.00   -32.22  -201.18   -23.98    73.22    81.45    -2.13    -2.25    -0.16    21.21    24.32  1457.06  1554.06
    28.00    34.00   -45.71  -201.66   -25.24    73.22    85.49    -2.13    -2.31    -0.24    21.21    25.89  1457.06  1601.34
    28.00    36.00   -57.82  -202.09   -26.46    73.22    89.49    -2.13    -2.37    -0.32    21.21    27.46  1457.06  1647.72
    28.00    38.00   -68.74  -202.48   -27.65    73.22    93.43    -2.13    -2.44    -0.40    21.21    29.05  1457.06  1693.16
    28.00    40.00   -78.65  -202.83   -28.80    73.22    97.31    -2.13    -2.50    -0.48    21.21    30.64  1457.06  1737.56
    28.00    42.00   -87.69  -203.15   -29.92    73.22   101.13    -2.13    -2.56    -0.56    21.21    32.24  1457.06  1780.87
    28.00    44.00   -95.97  -203.44   -31.02    73.22   104.87    -2.13    -2.63    -0.65    21.21    33.86  1457.06  1822.99
    28.00    46.00  -103.58  -203.71   -32.11    73.22   108.54    -2.13    -2.69    -0.73    21.21    35.48  1457.06  1863.83
    28.00    48.00  -110.60  -203.96   -33.18    73.22   112.13    -2.13    -2.76    -0.82    21.21    37.12  1457.06  1903.30
    28.00    50.00  -117.11  -204.19   -34.24    73.22   115.62    -2.13    -2.82    -0.90    21.21    38.77  1457.06  1941.28
    28.00    52.00  -123.15  -204.40   -35.29    73.22   119.02    -2.13    -2.89    -0.99    21.21    40.43  1457.06  1977.63
    28.00    54.00  -128.79  -204.60   -36.34    73.22   122.30    -2.13    -2.96    -1.08    21.21    42.11  1457.06  2012.22
    28.00    56.00  -134.06  -204.79   -37.38    73.22   125.46    -2.13    -3.03    -1.17    21.21    43.81  1457.06  2044.89
    28.00     0.00  2989.30   -94.07    95.32    73.22    12.00    -2.13    -1.30     1.05    21.21     0.00  1457.06   712.01
    28.00    -2.00 13907.61   293.00   483.12    73.22     7.44    -2.13    -1.24     1.12    21.21    -1.49  1457.06   655.58
    28.00    -4.00 -6329.67  -424.43  -233.56    73.22     2.87    -2.13    -1.19     1.19    21.21    -2.97  1457.06   598.83
    28.00    -6.00 -2770.75  -298.26  -106.66    73.22    -1.73    -2.13    -1.13     1.26    21.21    -4.45  1457.06   541.77
    28.00    -8.00 -1847.18  -265.52   -73.18    73.22    -6.35    -2.13    -1.07     1.33    21.21    -5.93  1457.06   484.41
    28.00   -10.00 -1422.70  -250.47   -57.39    73.22   -10.99    -2.13    -1.01     1.40    21.21    -7.41  1457.06   426.77
    28.00   -12.00 -1178.80  -241.83   -48.01    73.22   -15.65    -2.13    -0.96     1.47    21.21    -8.88  1457.06   368.86
    28.00   -14.00 -1020.46  -236.21   -41.66    73.22   -20.33    -2.13    -0.90     1.54    21.21   -10.36  1457.06   310.68
    28.00   -16.00  -909.36  -232.28   -36.99    73.22   -25.04    -2.13    -0.84     1.61    21.21   -11.83  1457.06   252.24
    28.00   -18.00  -827.12  -229.36   -33.34    73.22   -29.76    -2.13    -0.79     1.68    21.21   -13.29  1457.06   193.56
    28.00   -20.00  -763.77  -227.11   -30.36    73.22   -34.51    -2.13    -0.73     1.74    21.21   -14.76  1457.06   134.63
    28.00   -22.00  -713.48  -225.33   -27.85    73.22   -39.28    -2.13    -0.68     1.81    21.21   -16.22  1457.06    75.47
    28.00   -24.00  -672.59  -223.88   -25.67    73.22   -44.08    -2.13    -0.62     1.88    21.21   -17.69  1457.06    16.08
    28.00   -26.00  -662.82  -223.54   -25.13    73.22   -45.38    -2.13    -0.60     1.90    21.21   -18.08  1457.06     0.00
    30.00     0.00  1781.24  -129.72    58.88    77.35    12.00    -2.19    -1.30     1.13    22.76     0.00  1505.95   712.01
    30.00     2.00  1165.11  -154.49    33.37    77.35    16.54    -2.19    -1.36     1.05    22.76     1.49  1505.95   768.10
    30.00     4.00   832.87  -167.85    19.26    77.35    21.05    -2.19    -1.42     0.98    22.76     2.98  1505.95   823.84
    30.00     6.00   625.03  -176.20    10.16    77.35    25.54    -2.19    -1.47     0.91    22.76     4.48  1505.95   879.21
    30.00     8.00   482.73  -181.92     3.69    77.35    30.01    -2.19    -1.53     0.84    22.76     5.98  1505.95   934.19
    30.00    10.00   379.18  -186.09    -1.23    77.35    34.46    -2.19    -1.59     0.76    22.76     7.48  1505.95   988.75
    30.00    12.00   300.44  -189.25    -5.15    77.35    38.88    -2.19    -1.65     0.69    22.76     8.99  1505.95  1042.89
    30.00    14.00   238.55  -191.74    -8.39    77.35    43.27    -2.19    -1.71     0.61    22.76    10.50  1505.95  1096.57
    30.00    16.00   188.61  -193.75   -11.16    77.35    47.64    -2.19    -1.77     0.54    22.76    12.01  1505.95  1149.76
    30.00    18.00   147.47  -195.40   -13.57    77.35    51.98    -2.19    -1.83     0.46    22.76    13.53  1505.95  1202.44
    30.00    20.00   112.98  -196.79   -15.72    77.35    56.30    -2.19    -1.89     0.39    22.76    15.06  1505.95  1254.59
    30.00    22.00    83.64  -197.97   -17.67    77.35    60.58    -2.19    -1.94     0.31    22.76    16.59  1505.95  1306.16
    30.00    24.00    58.38  -198.98   -19.45    77.35    64.83    -2.19    -2.01     0.23    22.76    18.12  1505.95  1357.12
    30.00    26.00    36.40  -199.87   -21.11    77.35    69.04    -2.19    -2.07     0.16    22.76    19.66  1505.95  1407.43
    30.00    28.00    17.09  -200.64   -22.66    77.35    73.22    -2.19    -2.13     0.08    22.76    21.21  1505.95  1457.06
    30.00    30.00     0.00  -201.33   -24.13    77.35    77.35    -2.19    -2.19     0.00    22.76    22.76  1505.95  1505.95
    30.00    32.00   -15.24  -201.94   -25.52    77.35    81.45    -2.19    -2.25    -0.08    22.76    24.32  1505.95  1554.06
    30.00    34.00   -28.93  -202.49   -26.86    77.35    85.49    -2.19    -2.31    -0.16    22.76    25.89  1505.95  1601.34
    30.00    36.00   -41.28  -202.99   -28.15    77.35    89.49    -2.19    -2.37    -0.24    22.76    27.46  1505.95  1647.72
    30.00    38.00   -52.49  -203.44   -29.39    77.35    93.43    -2.19    -2.44    -0.32    22.76    29.05  1505.95  1693.16
    30.00    40.00   -62.71  -203.85   -30.60    77.35    97.31    -2.19    -2.50    -0.40    22.76    30.64  1505.95  1737.56
    30.00    42.00   -72.07  -204.23   -31.78    77.35   101.13    -2.19    -2.56    -0.49    22.76    32.24  1505.95  1780.87
    30.00    44.00   -80.68  -204.57   -32.94    77.35   104.87    -2.19    -2.63    -0.57    22.76    33.86  1505.95  1822.99
    30.00    46.00   -88.63  -204.89   -34.07    77.35   108.54    -2.19    -2.69    -0.65    22.76    35.48  1505.95  1863.83
    30.00    48.00   -95.99  -205.19   -35.19    77.35   112.13    -2.19    -2.76    -0.74    22.76    37.12  1505.95  1903.30
    30.00    50.00  -102.83  -205.47   -36.29    77.35   115.62    -2.19    -2.82    -0.83    22.76    38.77  1505.95  1941.28
    30.00    52.00  -109.20  -205.72   -37.39    77.35   119.02    -2.19    -2.89    -0.91    22.76    40.43  1505.95  1977.63
    30.00    54.00  -115.16  -205.96   -38.47    77.35   122.30    -2.19    -2.96    -1.00    22.76    42.11  1505.95  2012.22
    30.00    56.00  -120.75  -206.19   -39.55    77.35   125.46    -2.19    -3.03    -1.09    22.76    43.81  1505.95  2044.89
    30.00     0.00  1781.24  -129.72    58.88    77.35    12.00    -2.19    -1.30     1.13    22.76     0.00  1505.95   712.01
    30.00    -2.00  3316.66   -67.99   121.35    77.35     7.44    -2.19    -1.24     1.20    22.76    -1.49  1505.95   655.58
    30.00    -4.00 13875.03   356.49   546.57    77.35     2.87    -2.19    -1.19     1.27    22.76    -2.97  1505.95   598.83
    30.00    -6.00 -7577.20  -505.96  -315.13    77.35    -1.73    -2.19    -1.13     1.34    22.76    -4.45  1505.95   541.77
    30.00    -8.00 -3178.28  -329.11  -137.54    77.35    -6.35    -2.19    -1.07     1.41    22.76    -5.93  1505.95   484.41
    30.00   -10.00 -2087.18  -285.24   -92.94    77.35   -10.99    -2.19    -1.01     1.48    22.76    -7.41  1505.95   426.77
    30.00   -12.00 -1592.35  -265.35   -72.31    77.35   -15.65    -2.19    -0.96     1.55    22.76    -8.88  1505.95   368.86
    30.00   -14.00 -1309.88  -253.99   -60.22    77.35   -20.33    -2.19    -0.90     1.62    22.76   -10.36  1505.95   310.68
    30.00   -16.00 -1127.22  -246.65   -52.14    77.35   -25.04    -2.19    -0.84     1.69    22.76   -11.83  1505.95   252.24
    30.00   -18.00  -999.41  -241.51   -46.27    77.35   -29.76    -2.19    -0.79     1.75    22.76   -13.29  1505.95   193.56
    30.00   -20.00  -904.96  -237.71   -41.74    77.35   -34.51    -2.19    -0.73     1.82    22.76   -14.76  1505.95   134.63
    30.00   -22.00  -832.32  -234.79   -38.09    77.35   -39.28    -2.19    -0.68     1.89    22.76   -16.22  1505.95    75.47
    30.00   -24.00  -774.71  -232.48   -35.04    77.35   -44.08    -2.19    -0.62     1.96    22.76   -17.69  1505.95    16.08
    30.00   -26.00  -761.14  -231.93   -34.30    77.35   -45.38    -2.19    -0.60     1.97    22.76   -18.08  1505.95     0.00
    32.00     0.00  1315.23  -143.47    44.35    81.45    12.00    -2.25    -1.30     1.20    24.32     0.00  1554.06   712.01
    32.00     2.00   952.32  -159.80    27.28    81.45    16.54    -2.25    -1.36     1.13    24.32     1.49  1554.06   768.10
    32.00     4.00   724.10  -170.06    16.27    81.45    21.05    -2.25    -1.42     1.06    24.32     2.98  1554.06   823.84
    32.00     6.00   567.32  -177.11     8.47    81.45    25.54    -2.25    -1.47     0.99    24.32     4.48  1554.06   879.21
    32.00     8.00   452.96  -182.26     2.57    81.45    30.01    -2.25    -1.53     0.91    24.32     5.98  1554.06   934.19
    32.00    10.00   365.85  -186.17    -2.10    81.45    34.46    -2.25    -1.59     0.84    24.32     7.48  1554.06   988.75
    32.00    12.00   297.28  -189.26    -5.94    81.45    38.88    -2.25    -1.65     0.77    24.32     8.99  1554.06  1042.89
    32.00    14.00   241.90  -191.75    -9.18    81.45    43.27    -2.25    -1.71     0.69    24.32    10.50  1554.06  1096.57
    32.00    16.00   196.22  -193.80   -12.00    81.45    47.64    -2.25    -1.77     0.62    24.32    12.01  1554.06  1149.76
    32.00    18.00   157.91  -195.53   -14.48    81.45    51.98    -2.25    -1.83     0.54    24.32    13.53  1554.06  1202.44
    32.00    20.00   125.30  -196.99   -16.71    81.45    56.30    -2.25    -1.89     0.47    24.32    15.06  1554.06  1254.59
    32.00    22.00    97.20  -198.26   -18.74    81.45    60.58    -2.25    -1.94     0.39    24.32    16.59  1554.06  1306.16
    32.00    24.00    72.75  -199.36   -20.61    81.45    64.83    -2.25    -2.01     0.31    24.32    18.12  1554.06  1357.12
    32.00    26.00    51.26  -200.32   -22.35    81.45    69.04    -2.25    -2.07     0.24    24.32    19.66  1554.06  1407.43
    32.00    28.00    32.22  -201.18   -23.98    81.45    73.22    -2.25    -2.13     0.16    24.32    21.21  1554.06  1457.06
    32.00    30.00    15.24  -201.94   -25.52    81.45    77.35    -2.25    -2.19     0.08    24.32    22.76  1554.06  1505.95
    32.00    32.00     0.00  -202.63   -26.99    81.45    81.45    -2.25    -2.25     0.00    24.32    24.32  1554.06  1554.06
    32.00    34.00   -13.76  -203.25   -28.40    81.45    85.49    -2.25    -2.31    -0.08    24.32    25.89  1554.06  1601.34
    32.00    36.00   -26.26  -203.81   -29.75    81.45    89.49    -2.25    -2.37    -0.16    24.32    27.46  1554.06  1647.72
    32.00    38.00   -37.65  -204.32   -31.05    81.45    93.43    -2.25    -2.44    -0.24    24.32    29.05  1554.06  1693.16
    32.00    40.00   -48.09  -204.79   -32.32    81.45    97.31    -2.25    -2.50    -0.32    24.32    30.64  1554.06  1737.56
    32.00    42.00   -57.69  -205.22   -33.56    81.45   101.13    -2.25    -2.56    -0.41    24.32    32.24  1554.06  1780.87
    32.00    44.00   -66.55  -205.62   -34.77    81.45   104.87    -2.25    -2.63    -0.49    24.32    33.86  1554.06  1822.99
    32.00    46.00   -74.76  -205.99   -35.95    81.45   108.54    -2.25    -2.69    -0.58    24.32    35.48  1554.06  1863.83
    32.00    48.00   -82.39  -206.34   -37.12    81.45   112.13    -2.25    -2.76    -0.66    24.32    37.12  1554.06  1903.30
    32.00    50.00   -89.50  -206.66   -38.27    81.45   115.62    -2.25    -2.82    -0.75    24.32    38.77  1554.06  1941.28
    32.00    52.00   -96.15  -206.95   -39.40    81.45   119.02    -2.25    -2.89    -0.83    24.32    40.43  1554.06  1977.63
    32.00    54.00  -102.38  -207.23   -40.53    81.45   122.30    -2.25    -2.96    -0.92    24.32    42.11  1554.06  2012.22
    32.00    56.00  -108.24  -207.50   -41.64    81.45   125.46    -2.25    -3.03    -1.01    24.32    43.81  1554.06  2044.89
    32.00     0.00  1315.23  -143.47    44.35    81.45    12.00    -2.25    -1.30     1.20    24.32     0.00  1554.06   712.01
    32.00    -2.00  1982.12  -113.48    75.08    81.45     7.44    -2.25    -1.24     1.28    24.32    -1.49  1554.06   655.58
    32.00    -4.00  3610.29   -40.25   149.06    81.45     2.87    -2.25    -1.19     1.35    24.32    -2.97  1554.06   598.83
    32.00    -6.00 13644.29   411.06   601.10    81.45    -1.73    -2.25    -1.13     1.42    24.32    -4.45  1554.06   541.77
    32.00    -8.00 -9078.90  -610.98  -420.19    81.45    -6.35    -2.25    -1.07     1.49    24.32    -5.93  1554.06   484.41
    32.00   -10.00 -3620.41  -365.47  -173.94    81.45   -10.99    -2.25    -1.01     1.56    24.32    -7.41  1554.06   426.77
    32.00   -12.00 -2340.43  -307.90  -115.64    81.45   -15.65    -2.25    -0.96     1.63    24.32    -8.88  1554.06   368.86
    32.00   -14.00 -1769.04  -282.20   -89.20    81.45   -20.33    -2.25    -0.90     1.70    24.32   -10.36  1554.06   310.68
    32.00   -16.00 -1445.38  -267.64   -73.91    81.45   -25.04    -2.25    -0.84     1.76    24.32   -11.83  1554.06   252.24
    32.00   -18.00 -1237.03  -258.27   -63.81    81.45   -29.76    -2.25    -0.79     1.83    24.32   -13.29  1554.06   193.56
    32.00   -20.00 -1091.69  -251.73   -56.54    81.45   -34.51    -2.25    -0.73     1.90    24.32   -14.76  1554.06   134.63
    32.00   -22.00  -984.52  -246.91   -50.99    81.45   -39.28    -2.25    -0.68     1.97    24.32   -16.22  1554.06    75.47
    32.00   -24.00  -902.24  -243.21   -46.56    81.45   -44.08    -2.25    -0.62     2.04    24.32   -17.69  1554.06    16.08
    32.00   -26.00  -883.18  -242.35   -45.50    81.45   -45.38    -2.25    -0.60     2.05    24.32   -18.08  1554.06     0.00
    34.00     0.00  1068.12  -150.77    36.27    85.49    12.00    -2.31    -1.30     1.28    25.89     0.00  1601.34   712.01
    34.00     2.00   820.84  -163.08    23.21    85.49    16.54    -2.31    -1.36     1.21    25.89     1.49  1601.34   768.10
    34.00     4.00   650.33  -171.56    13.98    85.49    21.05    -2.31    -1.42     1.14    25.89     2.98  1601.34   823.84
    34.00     6.00   525.62  -177.77     7.02    85.49    25.54    -2.31    -1.47     1.07    25.89     4.48  1601.34   879.21
    34.00     8.00   430.44  -182.51     1.53    85.49    30.01    -2.31    -1.53     0.99    25.89     5.98  1601.34   934.19
    34.00    10.00   355.41  -186.24    -2.95    85.49    34.46    -2.31    -1.59     0.92    25.89     7.48  1601.34   988.75
